CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1546005,15000317269,2015317269,062,BICYCLE THEFT,THEFT,BIKE,09/10/2015 10:50:00 AM,52XX BLOCK OF MITHUN PL NE,U,U3,4200.2023,-122.281542885,47.667784725,"(47.667784725, -122.281542885)",TRU - THEFT,OTHER PROPERTY,THEFT,
163216,11000032078,2011032078,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,01/27/2011 04:11:00 PM,60XX BLOCK OF GOULD AVE S,O,O3,10400.3003,-122.303350513,47.547905778,"(47.547905778, -122.303350513)",,,,
1731260,16000158250,2016158250,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/06/2016 10:45:13 PM,11XX BLOCK OF BROADWAY,E,E2,7500.4022,-122.32076,47.61211,"(47.61211, -122.32076)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
106781,10000379511,2010379511,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/30/2010 05:09:00 PM,XX BLOCK OF MARION ST,M,M3,8100.1044,-122.336436279,47.603626517,"(47.603626517, -122.336436279)",,,,
2227929,14000419361,2014419361,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,12/19/2014 06:21:00 PM,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334817763,47.612368448,"(47.612368448, -122.334817763)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1828653,16000325552,2016325552,161,TRESPASS,TRESPASS,TRESPASS,09/08/2016 08:20:17 AM,3XX BLOCK OF TERRY AV N,D,D3,7300.3011,-122.33716,47.621452,"(47.621452, -122.33716)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1978417,17000133483,2017133483,171,PARKS EXCLUSION,PARKS EXCLUSIONS,MISCELLANEOUS MISDEMEANORS,04/17/2017 12:38:49 AM,16XX BLOCK OF HARBOR AV SW,W,W1,9600.5002,-122.37982,47.588295,"(47.588295, -122.37982)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1753788,16000197845,2016197845,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,06/04/2016 07:14:16 PM,MARINE AV SW / ALKI AV SW,W,W1,9701.1004,-122.40704,47.58048,"(47.58048, -122.40704)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
963100,12000392651,2012392651,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/16/2012 12:24:00 AM,6XX BLOCK OF 15TH AVE E,C,C1,7600.4004,-122.312596022,47.624852795,"(47.624852795, -122.312596022)",,,,11/15/2012 11:33:00 PM
788328,12000131213,2012131213,350,HAZARDS,HAZARDS,HAZARDS,04/29/2012 03:40:00 PM,S DEARBORN ST / RAINIER AV S,G,G2,9000.2010,-122.31153345,47.595872639,"(47.595872639, -122.31153345)",,,,
1104522,15000174498,2015174498,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,05/27/2015 11:16:00 AM,32XX BLOCK OF NE 45 PL,U,U3,4200.3038,-122.29218492,47.661598626,"(47.661598626, -122.29218492)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,05/27/2015 09:13:00 AM
674266,12000229778,2012229778,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,07/17/2012 07:29:00 AM,RAINIER AV S / S COLLEGE ST,R,R2,9500.2063,-122.301810358,47.583144121,"(47.583144121, -122.301810358)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
803298,12000153052,2012153052,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/18/2012 12:15:00 PM,143XX BLOCK OF 30TH AVE NE,L,L1,100.4001,-122.296537763,47.732345401,"(47.732345401, -122.296537763)",,,,
1707694,16000114376,2016114376,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,04/03/2016 01:23:04 AM,23XX BLOCK OF ELLIOTT AV,D,D1,8002.2011,-122.348885,47.61243,"(47.61243, -122.348885)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
443845,11000305661,2011305661,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/15/2011 11:30:00 PM,2 AV / STEWART ST,M,M3,8100.2003,-122.3404557,47.610963584,"(47.610963584, -122.3404557)",,,,
832096,12000197274,2012197274,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,06/23/2012 09:40:00 AM,140XX BLOCK OF 2ND AVE NW,B,B1,401.2006,-122.359592608,47.731417859,"(47.731417859, -122.359592608)",,,,
902118,12000312772,2012312772,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/15/2012 06:12:00 PM,24XX BLOCK OF 2ND AVE,M,M1,8001.2002,-122.347420353,47.615084921,"(47.615084921, -122.347420353)",,,,09/15/2012 06:05:00 PM
122575,10000404713,2010404713,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",11/20/2010 03:15:00 PM,20XX BLOCK OF NW 61ST ST,U,U1,4400.1008,-122.383478313,47.673097984,"(47.673097984, -122.383478313)",,,,
96434,10000363956,2010363956,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/17/2010 11:44:00 PM,92XX BLOCK OF 15TH AVE NW,B,B1,1600.2000,-122.376794011,47.696980141,"(47.696980141, -122.376794011)",,,,
1088999,15000153988,2015153988,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/11/2015 06:52:00 AM,ELLIOTT AV W / W MERCER ST,Q,Q3,7100.1005,-122.365693583,47.624602651,"(47.624602651, -122.365693583)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/11/2015 05:45:00 AM
2206140,14000388613,2014388613,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/20/2014 03:24:00 PM,1 AV NW / N 39 ST,J,J2,4800.3028,-122.35719391,47.654149665,"(47.654149665, -122.35719391)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1757136,16000203323,2016203323,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",06/08/2016 07:45:40 PM,11XX BLOCK OF NW 51 ST,B,B2,4700.2014,-122.37218,47.6657,"(47.6657, -122.37218)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,06/08/2016 01:43:15 PM
1708598,16000115846,2016115846,161,TRESPASS,TRESPASS,TRESPASS,04/04/2016 01:14:36 PM,75XX BLOCK OF 40 AV NE,U,U3,2400.2004,-122.28521,47.68395,"(47.68395, -122.28521)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,04/04/2016 12:09:24 PM
1498449,15000259084,2015259084,380,CROWD MANAGEMENT (Stand by only),PUBLIC GATHERINGS,PUBLIC GATHERINGS,07/28/2015 01:26:00 PM,20XX BLOCK OF E MADISON ST,C,C3,7900.1001,-122.305147595,47.61767457,"(47.61767457, -122.305147595)",DEMONSTRATIONS,DISTURBANCES,DISTURBANCES,07/28/2015 11:25:00 AM
49659,10000296085,2010296085,171,PARKS EXCLUSION ,PARKS EXCLUSIONS,MISCELLANEOUS MISDEMEANORS,08/24/2010 03:43:00 PM,4XX BLOCK OF 3RD AVE,K,K2,8100.2041,-122.330510335,47.601885903,"(47.601885903, -122.330510335)",,,,
1041370,15000086269,201586269,161,TRESPASS,TRESPASS,TRESPASS,03/16/2015 05:11:00 PM,29XX BLOCK OF S BYRON ST,R,R2,9500.4026,-122.295373659,47.573738841,"(47.573738841, -122.295373659)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,03/16/2015 02:10:00 PM
1763993,16000215810,2016215810,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",06/17/2016 04:19:54 PM,4XX BLOCK OF PINE ST,M,M2,8100.2000,-122.33732,47.61132,"(47.61132, -122.33732)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
2050526,14000196548,2014196548,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,06/20/2014 02:05:00 AM,84XX BLOCK OF SEAVIEW PL NW,B,B2,3100.6001,-122.401802377,47.689241732,"(47.689241732, -122.401802377)",FIGHT - VERBAL/ORAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,06/19/2014 09:54:00 PM
1554120,15000327067,2015327067,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",09/18/2015 01:51:00 AM,10XX BLOCK OF PIKE ST,E,E3,8300.2013,-122.329469068,47.613233613,"(47.613233613, -122.329469068)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
2012823,17000196776,2017196776,064,SHOPLIFT,THEFT,SHOPLIFTING,06/02/2017 03:09:51 PM,46XX BLOCK OF 25 AV NE,U,U3,4301.1016,-122.3009,47.66189,"(47.66189, -122.3009)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,06/02/2017 01:42:39 PM
553747,11000138005,2011138005,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,05/01/2011 05:36:00 AM,E PIKE ST / 13 AV,C,C2,7500.4013,-122.315530923,47.614112496,"(47.614112496, -122.315530923)",,,,
475655,11000352063,2011352063,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/29/2011 03:04:00 AM,W BARRETT ST / 34 AV W,Q,Q1,5600.4011,-122.400928273,47.646821565,"(47.646821565, -122.400928273)",,,,
423173,11000275081,2011275081,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/21/2011 08:46:00 PM,47 AV S / S BRANDON ST,R,R3,10200.4006,-122.274409047,47.553376805,"(47.553376805, -122.274409047)",,,,
1067330,15000122408,2015122408,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,04/15/2015 09:29:00 AM,36XX BLOCK OF 34 AV S,R,R2,10100.5017,-122.289937786,47.570674965,"(47.570674965, -122.289937786)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,04/15/2015 07:53:00 AM
1956723,17000093222,201793222,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/16/2017 02:04:28 PM,30 AV NE / NE 130 ST,L,L3,100.5002,-122.29636,47.7229,"(47.7229, -122.29636)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1902416,16000458383,2016458383,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,12/22/2016 10:46:24 AM,19XX BLOCK OF WESTERN AV,M,M1,8100.3011,-122.34288,47.609814,"(47.609814, -122.34288)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1539586,15000309455,2015309455,161,TRESPASS,TRESPASS,TRESPASS,09/03/2015 11:15:00 PM,5 AV S / S DEARBORN ST,K,K3,9300.1009,-122.327685097,47.595793227,"(47.595793227, -122.327685097)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,09/03/2015 10:29:00 PM
1736691,16000167123,2016167123,061,THEFT - AUTO ACCESSORIES,CAR PROWL,CAR PROWL,05/13/2016 06:42:22 PM,18XX BLOCK OF N 107 ST,N,N3,1300.1001,-122.33508,47.706852,"(47.706852, -122.33508)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
707519,12000008628,20128628,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",01/09/2012 09:20:00 AM,56XX BLOCK OF 24TH AVE NW,B,B2,3200.3005,-122.387587298,47.669822479,"(47.669822479, -122.387587298)",,,,
125223,10000405811,2010405811,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,11/21/2010 06:13:00 PM,22XX BLOCK OF CONSTANCE DR W,B,B1,1600.2,-122.407033099,47.63785679,"(47.63785679, -122.407033099)",,,,
1303142,13000036994,201336994,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,02/01/2013 10:48:00 PM,30 AV W / W RUFFNER ST,Q,Q1,5700.2020,-122.395564994,47.652258728,"(47.652258728, -122.395564994)",,,,
2030673,14000169203,2014169203,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/29/2014 10:15:00 PM,15XX BLOCK OF 33 AV,C,C3,7800.5006,-122.290310795,47.614630626,"(47.614630626, -122.290310795)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/29/2014 09:35:00 PM
2008188,17000188393,2017188393,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,05/27/2017 04:40:10 PM,RAINIER AV S / M L KING JR WY S,R,R2,9500.4006,-122.29663,47.57636,"(47.57636, -122.29663)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/27/2017 04:06:12 PM
1499663,15000260607,2015260607,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",07/29/2015 01:40:00 PM,92XX BLOCK OF RAINIER AV S,S,S3,11800.6020,-122.268030096,47.519851782,"(47.519851782, -122.268030096)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",07/29/2015 12:30:00 PM
1659463,16000030634,201630634,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,01/26/2016 03:06:01 PM,E NEWTON ST / 11 AV E,C,C1,6500.1018,-122.31797,47.63724,"(47.63724, -122.31797)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1642310,16000001174,20161174,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2016 01:57:10 AM,37XX BLOCK OF 38 AV SW,W,W2,9800.3004,-122.38042,47.57067,"(47.57067, -122.38042)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
897160,12000304687,2012304687,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,09/09/2012 10:53:00 PM,19XX BLOCK OF 3RD AVE,M,M2,8002.1000,-122.34024218,47.612013582,"(47.612013582, -122.34024218)",,,,09/09/2012 10:40:00 PM
389746,11000226081,2011226081,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,07/12/2011 09:01:00 PM,PINE ST / 3 AV,M,M2,8100.2004,-122.338701658,47.610742764,"(47.610742764, -122.338701658)",,,,
692652,11000404395,2011404395,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/17/2011 11:35:00 PM,OCCIDENTAL AV S / S HANFORD ST,O,O2,9300.3038,-122.333272137,47.575574134,"(47.575574134, -122.333272137)",,,,
979744,12000413613,2012413613,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,12/04/2012 04:33:00 AM,3XX BLOCK OF 9TH AVE,E,E3,8500.3001,-122.323443932,47.604128073,"(47.604128073, -122.323443932)",,,,
1124006,15000204408,2015204408,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,06/18/2015 01:52:00 AM,19XX BLOCK OF HARVARD AV E,C,C1,6600.1002,-122.322411069,47.63714358,"(47.63714358, -122.322411069)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,06/17/2015 10:49:00 PM
2181652,14000350136,2014350136,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/19/2014 06:55:00 PM,94XX BLOCK OF RAINIER AV S,S,S3,11800.6015,-122.263933864,47.519975494,"(47.519975494, -122.263933864)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/19/2014 11:50:00 AM
1869686,16000398498,2016398498,188,MARIJUANA PUBLIC USE (NOT DISPENSARY),NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,11/03/2016 04:49:45 PM,N 98 ST / AURORA AV N,N,N3,1300.3010,-122.34464,47.700523,"(47.700523, -122.34464)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1307547,13000042465,201342465,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/06/2013 06:31:00 PM,5XX BLOCK OF 10TH AVE E,C,C2,7500.3003,-122.319897828,47.623696417,"(47.623696417, -122.319897828)",,,,
1125843,15000205315,2015205315,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,06/18/2015 07:11:00 PM,41 AV SW / SW EDMUNDS ST,W,W2,10500.4010,-122.384189255,47.559313517,"(47.559313517, -122.384189255)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,06/18/2015 05:00:00 PM
1793570,16000265801,2016265801,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,07/25/2016 01:13:55 AM,9XX BLOCK OF E PIKE ST,E,E2,7500.4015,-122.320114,47.61408,"(47.61408, -122.320114)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
848203,12000222349,2012222349,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,07/11/2012 10:20:00 PM,8XX BLOCK OF MAYNARD AVE S,K,K3,9300.1004,-122.325069889,47.595415643,"(47.595415643, -122.325069889)",,,,
607901,11000174811,2011174811,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,06/01/2011 05:18:00 PM,41XX BLOCK OF UNIVERSITY WAY NE,U,U2,5301.4000,-122.313226589,47.657574535,"(47.657574535, -122.313226589)",,,,
1532282,15000300276,2015300276,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,08/28/2015 03:17:00 AM,34XX BLOCK OF 3 AV W,Q,Q2,5900.1028,-122.360875055,47.651197792,"(47.651197792, -122.360875055)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,08/28/2015 12:25:00 AM
823930,12000184328,2012184328,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,06/13/2012 11:54:00 AM,46XX BLOCK OF S AUSTIN ST,S,S2,11101.3007,-122.273984794,47.534704635,"(47.534704635, -122.273984794)",,,,
1878302,16000413500,2016413500,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",11/15/2016 05:16:05 PM,9XX BLOCK OF E YESLER WY,G,G1,9100.1003,-122.32016,47.6017,"(47.6017, -122.32016)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",11/15/2016 03:48:52 PM
889060,12000292436,2012292436,361,FOUND PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",08/31/2012 05:21:00 PM,MARINE AV SW / SW LANDER ST,W,W1,9701.1004,-122.407070679,47.579485007,"(47.579485007, -122.407070679)",,,,
819890,12000178302,2012178302,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,06/08/2012 03:36:00 PM,21XX BLOCK OF N NORTHGATE WAY,N,N3,1200.5002,-122.332653349,47.708654503,"(47.708654503, -122.332653349)",,,,
80285,10000340210,2010340210,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/29/2010 04:02:00 AM,1XX BLOCK OF 8TH AVE,E,E3,8500.2018,-122.322487033,47.60225158,"(47.60225158, -122.322487033)",,,,
2229828,14000421661,2014421661,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,12/22/2014 03:43:00 AM,2 AV / PINE ST,K,K1,8100.2004,-122.339815384,47.610275592,"(47.610275592, -122.339815384)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,12/21/2014 10:55:00 PM
876729,12000270022,2012270022,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/15/2012 03:13:00 AM,26XX BLOCK OF 46TH AVE SW,W,W1,9702.1001,-122.390650155,47.580273567,"(47.580273567, -122.390650155)",,,,
1608483,15000394925,2015394925,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,11/12/2015 02:34:20 AM,NE 123 ST / 32 AV NE,L,L3,700.1007,-122.29398,47.71736,"(47.71736, -122.29398)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,11/11/2015 08:30:15 PM
1936898,17000049625,201749625,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,02/10/2017 10:53:51 AM,7XX BLOCK OF OLIVE WY,M,M2,7300.3029,-122.33462,47.613827,"(47.613827, -122.33462)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,02/10/2017 09:28:28 AM
115308,10000391983,2010391983,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,11/09/2010 07:24:00 PM,16XX BLOCK OF 12TH AVE,C,C2,7500.4005,-122.316863509,47.615848062,"(47.615848062, -122.316863509)",,,,
2164181,14000323815,2014323815,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/27/2014 06:01:00 PM,45XX BLOCK OF 25 AV NE,U,U2,4300.2010,-122.30090616,47.661888297,"(47.661888297, -122.30090616)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1726258,16000149547,2016149547,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,04/30/2016 02:43:15 PM,3 AV N / ALOHA ST,Q,Q3,7000.3001,-122.35147,47.627174,"(47.627174, -122.35147)",DETOX - PICKUP (FIRE / POLICE STANDING BY),LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
894263,12000300214,2012300214,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,09/06/2012 06:01:00 PM,1XX BLOCK OF W ROY ST,Q,Q3,7000.5005,-122.358660998,47.625721058,"(47.625721058, -122.358660998)",,,,09/06/2012 04:56:00 PM
558043,11000143272,2011143272,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,05/05/2011 02:58:00 PM,NE 70 ST / 8 AV NE,U,U1,3600.1000,-122.319969921,47.679492383,"(47.679492383, -122.319969921)",,,,
562802,11000149569,2011149569,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/10/2011 10:58:00 PM,88XX BLOCK OF 8TH AVE SW,F,F3,11300.1003,-122.345220738,47.523085271,"(47.523085271, -122.345220738)",,,,
147322,10000446805,2010446805,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,12/30/2010 12:16:00 PM,27XX BLOCK OF 36TH AVE SW,W,W1,9800.1014,-122.377018142,47.578348644,"(47.578348644, -122.377018142)",,,,
1835690,16000337829,2016337829,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,09/17/2016 05:12:47 PM,17XX BLOCK OF SW BARTON ST,F,F2,11402.2003,-122.35753,47.520832,"(47.520832, -122.35753)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,09/17/2016 04:15:11 PM
547567,11000117897,2011117897,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,04/13/2011 01:32:00 PM,5XX BLOCK OF 24TH AVE S,G,G2,8900.5008,-122.301165607,47.597327858,"(47.597327858, -122.301165607)",,,,
1485875,15000243372,2015243372,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,07/16/2015 05:23:00 PM,115XX BLOCK OF GREENWOOD AV N,N,N1,402.3014,-122.355512144,47.713251678,"(47.713251678, -122.355512144)",TRU - THEFT,OTHER PROPERTY,THEFT,07/16/2015 03:36:00 PM
1597746,15000381263,2015381263,161,TRESPASS,TRESPASS,TRESPASS,10/31/2015 04:25:00 AM,19XX BLOCK OF 4 AV,M,M2,7200.1065,-122.339382657,47.612678234,"(47.612678234, -122.339382657)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1674498,16000056204,201656204,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,02/16/2016 03:07:00 PM,88XX BLOCK OF 18 AV SW,F,F2,11402.1002,-122.35779,47.52378,"(47.52378, -122.35779)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,02/16/2016 10:32:03 AM
568360,11000153104,2011153104,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,05/14/2011 12:49:00 AM,N 36 ST / DAYTON AV N,J,J2,4900.3012,-122.352359855,47.65176562,"(47.65176562, -122.352359855)",,,,
