psraid,sample,int_date,state,sex,"[Q1] Overall, how would you rate your community as a place to live? Would you say it is","[Q3] Overall, how would you rate the economy in your community today? ","[eminuse] Do you use the internet or email, at least occasionally? ","[intmob] Do you access the internet on a cell phone, tablet or other mobile handheld device, at least occasionally?",[intfreq] About how often do you use the internet?,[home4nw] Do you currently subscribe to internet service at HOME? ,"[device1a] Next, do you have a cell phone, or not? ",smartphone,[q5a] Please tell me if you ever use your cell phone to do any of the following things. Do you ever use your cell phone to Participate in a video call or video chat?,"[q5b] Buy a product online, such as books, music, toys or clothing","[q5c] Get directions, recommendations, or other information related to your location",[q5d] Get sports scores or analysis ,[q5e] Watch movies or TV shows through a paid subscription service like NetFlix or Hulu Plus ,"[q5f] Listen to an online radio or music service, such as Pandora or Spotify","[date1a] Have YOU, personally, ever used an online dating site such as Match.com, eHarmony, or OK Cupid?",[date2a] Have you ever used a dating app on your cell phone? ,[date3a] Do you personally know anyone who has Used an online dating site or app?,[date3b] Do you personally know anyone who has been in a long-term relationship with or married someone they met through an online dating site or app?,[date4a] Online dating is a good way to meet people,[date4b] Online dating allows people to find a better match for themselves because they can get to know a lot more people,[date4c] People who use online dating sites are desperate,[date4d] Online dating keeps people from settling down because they always have options for people to date,[date4e] Online dating is easier and more efficient than other ways of meeting people ,[date4f] Online dating is more dangerous than other ways of meeting people ,age,"[marital] Are you currently married, living with a partner, divorced, separated, widowed, or have you never been married? ","[hh1] How many adults age 18 and over currently live in your household, INCLUDING YOURSELF?",[educ2] What is the highest level of school you have completed or the highest degree you have received?,"[party] In politics TODAY, do you consider yourself a Republican, Democrat, or independent?","[ideo] In general, would you describe your political views as ",income,zipcode
201326,2,62015,42,Female,1,2,1,1,1,1, ,"Yes, smartphone", , , ,No,No,Yes,Yes,Yes,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,19,Never been married,2,"Some college, no degree (includes some community college)",Independent,Moderate,"50 to under $75,000",17844
201335,2,62015,6,Female,2,3,1,1,1,2, ,Not sure/Don't know, , , ,No,No,No,Yes, ,Yes,No,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,56,Divorced,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Very liberal?,"Less than $10,000",93308
201342,2,62015,32,Male,1,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,46,Married,4,Two year associate degree from a college or university,Democrat,"Liberal, OR","$150,000 or more",89135
201347,2,62015,48,Female,2,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,21,Living with a partner,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,(VOL.) Don't know,"Less than $10,000",78666
201368,2,62015,37,Female,1,1,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,DON'T KNOW,DISAGREE,DISAGREE,AGREE,DISAGREE,34,Married,4,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,"Liberal, OR","50 to under $75,000",28112
201372,2,62915,53,Male,1,3,1,1,3,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,55,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,(VOL.) Don't know,98755
201374,2,62015,6,Male,1,3,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,34,Never been married,2,"Some college, no degree (includes some community college)",Democrat,Very liberal?,"100 to under $150,000",92116
201378,2,62315,53,Female,1,1,1,2,2,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,37,Married,2,Two year associate degree from a college or university,Independent,Conservative,"50 to under $75,000",98225
201381,2,62815,53,Male,1,2,1,1,4,2, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,26,Married,1,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"30 to under $40,000",99362
201383,2,62015,35,Female,4,4,1,1,5,2, ,"Yes, smartphone",No,Yes,Yes, , , ,Yes,No,Yes,Yes,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,65,Divorced,1,Two year associate degree from a college or university,Independent,Conservative,"Less than $10,000",87937
201386,2,62015,6,Female,2,2,1,1,1,1, ,"Yes, smartphone", , , ,No,Yes,Yes,Yes,Yes,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,21,Never been married,6,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"50 to under $75,000",95621
201394,2,62015,37,Male,2,4,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DON'T KNOW,AGREE,DISAGREE,AGREE,24,Living with a partner,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Conservative,"40 to under $50,000",27837
201396,2,62015,12,Female,1,2,1,1,2,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,74,Living with a partner,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,"Liberal, OR",(VOL.) Refused,34236
201397,2,62015,47,Female,4,4,1,1,5,2, ,"No, not a smartphone", , , ,No,No,No,Yes, ,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,57,Divorced,1,Two year associate degree from a college or university,Republican,Conservative,"10 to under $20,000",37814
201398,2,62415,15,Female,2,2,2,2, , , ,"Yes, smartphone", , , ,No,No,No, ,No,No,No,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,72,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,Moderate,"Less than $10,000",96782
201416,2,62715,55,Male,1,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,47,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"$150,000 or more",54915
201425,2,71215,17,Male,3,4,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,Yes,Yes,Yes,AGREE,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,24,Never been married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR","50 to under $75,000",60613
201435,2,62015,48,Male,2,3,1,1,2,2, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,19,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR","100 to under $150,000",78413
201437,2,62015,48,Female,2,4,2,2, , , ,Not sure/Don't know,No,No,No, , , , , ,No,No,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,57,Never been married,1,Less than high school (Grades 1-8 or no formal schooling),(VOL.) No preference,(VOL.) Don't know,"Less than $10,000",78211
201441,2,62015,46,Male,2,2,1,1,2,2, ,Not sure/Don't know, , , ,No,No,Yes,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,44,Married,2,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,"Liberal, OR","20 to under $30,000",57501
201448,2,62415,48,Male,3,3,1,1,1,1, ,"Yes, smartphone",No,Yes,Yes, , , ,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,29,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"50 to under $75,000",76133
201451,2,62015,55,Male,2,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,34,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Moderate,"100 to under $150,000",54915
201452,2,62015,8,Male,2,1,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,23,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"30 to under $40,000",80913
201458,2,70215,40,Male,4,4,1,1,1,2, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,26,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"20 to under $30,000",74106
201459,2,62015,28,Female,1,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,8,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,68,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Conservative,(VOL.) Refused,39047
201460,2,62015,6,Male,4,4,2,2, , , ,Not sure/Don't know,No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DON'T KNOW,AGREE,56,Living with a partner,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Very conservative,(VOL.) Don't know,93534
201461,2,62015,6,Female,4,4,2,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,No,DISAGREE,AGREE,AGREE,AGREE,AGREE,AGREE,55,Separated,2,Less than high school (Grades 1-8 or no formal schooling),(VOL.) No preference,Conservative,"Less than $10,000",92243
201468,2,62015,6,Female,1,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,31,Never been married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"50 to under $75,000",95831
201469,2,62015,53,Female,2,2,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,36,Living with a partner,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"75 to under $100,000",98503
201470,2,62015,6,Female,2,3,1,1,5,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,AGREE,AGREE,DON'T KNOW,DON'T KNOW,AGREE,83,Widowed,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"10 to under $20,000",95831
201471,2,62015,40,Male,3,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,Yes,Yes,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,99,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Very liberal?,"75 to under $100,000",73104
201474,2,62815,6,Female,2,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,54,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Moderate,"$150,000 or more",94568
201476,2,62215,6,Female,1,2,1,1,5,2, ,"Yes, smartphone", , , ,No,No,No,No,No,Yes,No,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,AGREE,45,Divorced,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"10 to under $20,000",95677
201482,2,62415,48,Male,2,4,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,18,Never been married,3,"Some college, no degree (includes some community college)",Independent,Conservative,"Less than $10,000",79936
201483,2,62115,28,Male,1,3,1,1,2,2, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,53,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Conservative,"30 to under $40,000",38965
201486,2,62315,1,Male,1,2,1,1,2,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,18,Never been married,3,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) Don't know,(VOL.) Don't know,(VOL.) Don't know,35473
201487,2,62115,47,Male,1,3,2,2, , , ,"No, not a smartphone",No,No,No, , , , , ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,62,Divorced,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"30 to under $40,000",37370
201488,2,62215,37,Male,2,3,2,1,4,2, ,Not sure/Don't know, , , ,No,No,Yes,No, ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,58,Separated,6,Less than high school (Grades 1-8 or no formal schooling),Independent,(VOL.) Don't know,"20 to under $30,000",28205
201492,2,62115,48,Male,2,2,2,2, , , ,"No, not a smartphone", , , ,No,No,No, , ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,73,Married,1,Less than high school (Grades 1-8 or no formal schooling),(VOL.) Refused,Very liberal?,"10 to under $20,000",99999
201493,2,62115,47,Male,1,2,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,AGREE,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,AGREE,98,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,(VOL.) Don't know,37918
201502,2,62115,19,Female,1,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,Yes,DISAGREE,DON'T KNOW,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,45,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Conservative,"100 to under $150,000",51041
201507,2,71115,36,Male,2,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,62,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"$150,000 or more",12115
201509,2,62115,6,Female,1,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,No,Yes,8,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,43,Living with a partner,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR","$150,000 or more",94401
201511,2,62115,49,Female,3,2,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,20,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) Don't know,Conservative,"30 to under $40,000",84096
201512,2,62115,51,Female,3,2,2,2, , , ,"Yes, smartphone", , , ,No,No,No, ,No,8,No,8,AGREE,DISAGREE,DON'T KNOW,AGREE,AGREE,72,Divorced,3,High school graduate (Grade 12 with diploma or GED certificate),Independent,Very liberal?,"10 to under $20,000",22735
201515,2,62115,6,Male,2,3,2,1,4,2, ,"No, not a smartphone", , , ,No,No,Yes,No, ,No,No,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,50,Never been married,4,Less than high school (Grades 1-8 or no formal schooling),(VOL.) Refused,Conservative,"10 to under $20,000",90606
201516,2,62115,8,Male,2,4,2,2, , , ,Not sure/Don't know, , , ,No,No,No, , ,No,No,AGREE,AGREE,DON'T KNOW,AGREE,AGREE,DISAGREE,70,Widowed,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"20 to under $30,000",81154
201519,2,62115,32,Male,2,2,1,1,1,1, ,"Yes, smartphone",No,No,Yes, , , ,Yes,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DON'T KNOW,44,Married,3,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,Moderate,"50 to under $75,000",89143
201520,2,62315,6,Female,2,2,2,2, , , ,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,52,Separated,2,Less than high school (Grades 1-8 or no formal schooling),(VOL.) No preference,Conservative,"Less than $10,000",95076
201521,2,62115,6,Male,1,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,34,Living with a partner,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(VOL.) No preference,"Liberal, OR","$150,000 or more",94611
201524,2,70515,32,Female,1,4,1,2,1,1, ,"Yes, smartphone",No,No,No, , , ,Yes,No,Yes,No,DISAGREE,DISAGREE,AGREE,REFUSED,AGREE,AGREE,52,Divorced,5,Two year associate degree from a college or university,Independent,Conservative,"10 to under $20,000",89021
201535,2,62115,32,Female,2,3,2,2, , , ,"Yes, smartphone",No,No,Yes, , , , ,No,No,No,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,57,Widowed,1,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Independent,Moderate,"Less than $10,000",89121
201540,2,70515,6,Male,2,3,2,1,4,1, ,"Yes, smartphone", , , ,No,Yes,No,No,No,No,No,AGREE,AGREE,AGREE,AGREE,AGREE,AGREE,64,Living with a partner,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"10 to under $20,000",90281
201546,2,62115,6,Female,2,2,1,1,3,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,23,Never been married,3,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"Less than $10,000",92325
201548,2,62115,53,Female,2,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,46,Married,4,Two year associate degree from a college or university,Independent,Moderate,"75 to under $100,000",98053
201551,2,62115,16,Male,1,3,1,2,5,2, ,"No, not a smartphone", , , ,No,No,No,Yes, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,60,Divorced,2,"Some college, no degree (includes some community college)",Independent,Moderate,"10 to under $20,000",83402
201555,2,62115,6,Male,2,8,1,2,4,1, ,"No, not a smartphone", , , ,No,No,No,No, ,No,Yes,8,DON'T KNOW,DISAGREE,DON'T KNOW,DON'T KNOW,DISAGREE,54,Never been married,1,Two year associate degree from a college or university,Independent,"Liberal, OR","Less than $10,000",95060
201557,2,62115,41,Female,1,2,1,1,3,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,DISAGREE,DISAGREE,AGREE,DON'T KNOW,DON'T KNOW,AGREE,72,Widowed,1,"Some college, no degree (includes some community college)",(VOL.) No preference,Conservative,"20 to under $30,000",97213
201563,2,62115,6,Male,2,3,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,38,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Very liberal?,"10 to under $20,000",91345
201572,2,62115,48,Male,8,8,1,1,1,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,AGREE,DON'T KNOW,DISAGREE,DON'T KNOW,DISAGREE,AGREE,31,Never been married,1,Two year associate degree from a college or university,Independent,"Liberal, OR",(VOL.) Refused,78242
201576,2,62115,8,Female,2,2,1,2,4,1, ,Not sure/Don't know, , , ,Yes,Yes,Yes,No, ,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,56,Divorced,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Moderate,"40 to under $50,000",80128
201577,2,62415,18,Female,2,3,1,1,1,1, ,"Yes, smartphone",No,Yes,Yes, , , ,Yes,No,No,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,29,Married,2,"Some college, no degree (includes some community college)",Independent,Moderate,"40 to under $50,000",46225
201584,2,62115,49,Male,2,2,2,2, , , ,"No, not a smartphone",No,No,No, , , , , ,No,No,AGREE,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,81,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,(VOL.) Refused,84120
201591,2,62115,30,Male,1,3,1,2,4,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,51,Married,1,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,"75 to under $100,000",59033
201593,2,62115,11,Female,1,1,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,Yes,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,26,Never been married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","Less than $10,000",20016
201597,2,62115,53,Female,3,2,1,2,2,1, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,56,Divorced,1,"Some college, no degree (includes some community college)",Independent,"Liberal, OR","10 to under $20,000",98121
201598,2,62115,42,Female,1,3,1,1,2,2, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,60,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,"Liberal, OR","30 to under $40,000",16229
201603,2,71215,2,Male,1,1,1,1,3,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,49,Married,2,"Some postgraduate or professional schooling, no postgraduate degree",Independent,Moderate,"$150,000 or more",99686
201609,2,62115,29,Female,2,2,1,2,3,1, ,"No, not a smartphone", , , ,No,No,No,No, ,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,63,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"30 to under $40,000",64849
201617,2,62115,2,Male,1,1,1,2,3,1, ,"Yes, smartphone", , , ,Yes,No,No,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,DON'T KNOW,AGREE,DON'T KNOW,66,Married,2,"Some college, no degree (includes some community college)",Independent,Conservative,"50 to under $75,000",99801
201632,2,62115,26,Male,2,2,2,1,4,2, ,"No, not a smartphone",No,No,Yes, , , ,No, ,No,No,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,61,Divorced,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR","Less than $10,000",48026
201639,2,62115,51,Male,2,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,31,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,"$150,000 or more",22314
201642,2,62115,29,Male,1,2,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,64,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,"75 to under $100,000",64468
201652,2,62115,35,Male,3,2,1,1,1,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,28,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,Very liberal?,"10 to under $20,000",88203
201653,2,62115,18,Male,1,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,20,Never been married,3,"Some college, no degree (includes some community college)",Republican,Moderate,"50 to under $75,000",47302
201659,2,62115,42,Female,3,4,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,Yes,Yes,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,AGREE,30,Never been married,1,Two year associate degree from a college or university,Democrat,Moderate,"Less than $10,000",19143
201664,2,62115,36,Male,2,2,2,1,5,2, ,Not sure/Don't know, , , ,No,No,No,No, ,No,Yes,AGREE,AGREE,REFUSED,AGREE,AGREE,REFUSED,57,Married,3,"Some college, no degree (includes some community college)",Democrat,Moderate,"10 to under $20,000",14611
201668,2,71015,42,Male,2,3,2,2, , , ,Not sure/Don't know, , , ,Yes,No,Yes, , ,No,No,AGREE,AGREE,DISAGREE,DON'T KNOW,DISAGREE,AGREE,98,Never been married,5,Less than high school (Grades 1-8 or no formal schooling),Independent,(VOL.) Don't know,"10 to under $20,000",99999
201670,2,62115,29,Female,3,4,1,1,1,1, ,"Yes, smartphone", , , ,No,Yes,Yes,Yes,No,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,DON'T KNOW,43,Separated,2,"Some college, no degree (includes some community college)",Independent,Conservative,"10 to under $20,000",65803
201677,2,62115,17,Male,2,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,36,Married,2,Two year associate degree from a college or university,Independent,Moderate,"50 to under $75,000",60187
201682,2,62115,44,Male,1,1,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,Yes,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,AGREE,29,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,"Liberal, OR","75 to under $100,000",2920
